id,configuration string
50,-barrier_algorithm '1' -barrier_crossover '-1' -barrier_limits_corrections '14946' -barrier_limits_growth '6793.738288502973' -barrier_ordering '1' -barrier_startalg '1' -emphasis_memory 'no' -emphasis_mip '2' -emphasis_numerical 'no' -feasopt_mode '0' -lpmethod '4' -mip_cuts_cliques '-1' -mip_cuts_covers '2' -mip_cuts_disjunctive '-1' -mip_cuts_flowcovers '2' -mip_cuts_gomory '0' -mip_cuts_gubcovers '0' -mip_cuts_implied '0' -mip_cuts_mcfcut '0' -mip_cuts_mircut '-1' -mip_cuts_pathcut '0' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '9533' -mip_limits_cutpasses '63744' -mip_limits_cutsfactor '23935.01398091524' -mip_limits_gomorycand '367' -mip_limits_gomorypass '20551' -mip_limits_submipnodelim '50' -mip_ordertype '2' -mip_strategy_backtrack '0.7892701852933094' -mip_strategy_bbinterval '37' -mip_strategy_branch '0' -mip_strategy_dive '2' -mip_strategy_file '0' -mip_strategy_fpheur '1' -mip_strategy_heuristicfreq '1195.0146994713723' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '1' -mip_strategy_order 'yes' -mip_strategy_presolvenode '0' -mip_strategy_probe '-1' -mip_strategy_rinsheur '11784' -mip_strategy_search '1' -mip_strategy_startalgorithm '4' -mip_strategy_subalgorithm '2' -mip_strategy_variableselect '0' -network_netfind '3' -network_pricing '1' -preprocessing_aggregator '30260' -preprocessing_boundstrength '0' -preprocessing_coeffreduce '3' -preprocessing_dependency '0' -preprocessing_dual '1' -preprocessing_fill '1568' -preprocessing_linear '1' -preprocessing_numpass '13503' -preprocessing_reduce '3' -preprocessing_relax '-1' -preprocessing_repeatpresolve '3' -preprocessing_symmetry '4' -read_scale '-1' -sifting_algorithm '2' -simplex_crash '-1' -simplex_dgradient '2' -simplex_limits_perturbation '61339' -simplex_limits_singularity '5' -simplex_perturbation_switch 'no' -simplex_pgradient '-1' -simplex_pricing '58875' -simplex_refactor '4554.068464764162' -simplex_tolerances_markowitz '0.0014495245656525745'
51,-barrier_algorithm '2' -barrier_crossover '0' -barrier_limits_corrections '2929' -barrier_limits_growth '141109.15574746017' -barrier_ordering '2' -barrier_startalg '3' -emphasis_memory 'no' -emphasis_mip '1' -emphasis_numerical 'no' -feasopt_mode '0' -lpmethod '0' -mip_cuts_cliques '0' -mip_cuts_covers '0' -mip_cuts_disjunctive '2' -mip_cuts_flowcovers '1' -mip_cuts_gomory '2' -mip_cuts_gubcovers '0' -mip_cuts_implied '2' -mip_cuts_mcfcut '-1' -mip_cuts_mircut '-1' -mip_cuts_pathcut '-1' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '42385' -mip_limits_cutpasses '16372' -mip_limits_cutsfactor '94.61249491691225' -mip_limits_gomorycand '1' -mip_limits_gomorypass '21204' -mip_limits_strongcand '16' -mip_limits_strongit '29190' -mip_limits_submipnodelim '1' -mip_ordertype '3' -mip_strategy_backtrack '0.4144290794240062' -mip_strategy_bbinterval '1' -mip_strategy_branch '-1' -mip_strategy_dive '2' -mip_strategy_file '0' -mip_strategy_fpheur '1' -mip_strategy_heuristicfreq '1206.9049210342855' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '3' -mip_strategy_order 'no' -mip_strategy_presolvenode '3' -mip_strategy_probe '3' -mip_strategy_rinsheur '22936' -mip_strategy_search '0' -mip_strategy_startalgorithm '3' -mip_strategy_subalgorithm '5' -mip_strategy_variableselect '3' -network_netfind '3' -network_pricing '2' -preprocessing_aggregator '46634' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '2' -preprocessing_dependency '1' -preprocessing_dual '-1' -preprocessing_fill '1' -preprocessing_linear '0' -preprocessing_numpass '56455' -preprocessing_reduce '3' -preprocessing_relax '0' -preprocessing_repeatpresolve '2' -preprocessing_symmetry '2' -read_scale '-1' -sifting_algorithm '1' -simplex_crash '0' -simplex_dgradient '0' -simplex_limits_perturbation '62009' -simplex_limits_singularity '2' -simplex_perturbation_switch 'no' -simplex_pgradient '2' -simplex_pricing '44497' -simplex_refactor '2399.5966191358584' -simplex_tolerances_markowitz '0.005205498884334196'
52,-barrier_algorithm '3' -barrier_crossover '2' -barrier_limits_corrections '1710' -barrier_limits_growth '1450.639991455421' -barrier_ordering '2' -barrier_startalg '4' -emphasis_memory 'no' -emphasis_mip '1' -emphasis_numerical 'no' -feasopt_mode '5' -lpmethod '4' -mip_cuts_cliques '-1' -mip_cuts_covers '0' -mip_cuts_disjunctive '0' -mip_cuts_flowcovers '2' -mip_cuts_gomory '-1' -mip_cuts_gubcovers '1' -mip_cuts_implied '-1' -mip_cuts_mcfcut '1' -mip_cuts_mircut '1' -mip_cuts_pathcut '2' -mip_cuts_zerohalfcut '-1' -mip_limits_aggforcut '50132' -mip_limits_cutpasses '27372' -mip_limits_cutsfactor '5045.80212550818' -mip_limits_gomorycand '73' -mip_limits_gomorypass '60693' -mip_limits_submipnodelim '12429' -mip_ordertype '1' -mip_strategy_backtrack '0.6811856641613582' -mip_strategy_bbinterval '377' -mip_strategy_branch '0' -mip_strategy_dive '1' -mip_strategy_file '0' -mip_strategy_fpheur '1' -mip_strategy_heuristicfreq '63456.608064364125' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '0' -mip_strategy_order 'no' -mip_strategy_presolvenode '3' -mip_strategy_probe '-1' -mip_strategy_rinsheur '51537' -mip_strategy_search '1' -mip_strategy_startalgorithm '6' -mip_strategy_subalgorithm '2' -mip_strategy_variableselect '2' -network_netfind '3' -network_pricing '2' -perturbation_constant '3.656115805599648E-5' -preprocessing_aggregator '48697' -preprocessing_boundstrength '0' -preprocessing_coeffreduce '3' -preprocessing_dependency '3' -preprocessing_dual '1' -preprocessing_fill '84' -preprocessing_linear '0' -preprocessing_numpass '27823' -preprocessing_reduce '2' -preprocessing_relax '-1' -preprocessing_repeatpresolve '-1' -preprocessing_symmetry '0' -read_scale '-1' -sifting_algorithm '0' -simplex_crash '1' -simplex_dgradient '1' -simplex_limits_perturbation '45883' -simplex_limits_singularity '1900' -simplex_perturbation_switch 'yes' -simplex_pgradient '4' -simplex_pricing '37254' -simplex_refactor '2933.68282279875' -simplex_tolerances_markowitz '0.19751608410934363'
53,-barrier_algorithm '3' -barrier_crossover '1' -barrier_limits_corrections '36776' -barrier_limits_growth '6654737.484313035' -barrier_ordering '1' -barrier_startalg '4' -emphasis_memory 'no' -emphasis_mip '3' -emphasis_numerical 'no' -feasopt_mode '4' -lpmethod '5' -mip_cuts_cliques '1' -mip_cuts_covers '0' -mip_cuts_disjunctive '1' -mip_cuts_flowcovers '0' -mip_cuts_gomory '1' -mip_cuts_gubcovers '0' -mip_cuts_implied '1' -mip_cuts_mcfcut '-1' -mip_cuts_mircut '2' -mip_cuts_pathcut '0' -mip_cuts_zerohalfcut '0' -mip_limits_aggforcut '3121' -mip_limits_cutpasses '25839' -mip_limits_cutsfactor '61.64239498516298' -mip_limits_gomorycand '353' -mip_limits_gomorypass '58818' -mip_limits_submipnodelim '1090' -mip_ordertype '2' -mip_strategy_backtrack '0.6129142577427454' -mip_strategy_bbinterval '2520' -mip_strategy_branch '-1' -mip_strategy_dive '2' -mip_strategy_file '0' -mip_strategy_fpheur '-1' -mip_strategy_heuristicfreq '60139.160341138304' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '1' -mip_strategy_order 'no' -mip_strategy_presolvenode '-1' -mip_strategy_probe '2' -mip_strategy_rinsheur '58784' -mip_strategy_search '2' -mip_strategy_startalgorithm '6' -mip_strategy_subalgorithm '4' -mip_strategy_variableselect '4' -network_netfind '1' -network_pricing '0' -preprocessing_aggregator '63570' -preprocessing_boundstrength '1' -preprocessing_coeffreduce '3' -preprocessing_dependency '-1' -preprocessing_dual '0' -preprocessing_fill '18' -preprocessing_linear '0' -preprocessing_numpass '20034' -preprocessing_reduce '2' -preprocessing_relax '1' -preprocessing_repeatpresolve '-1' -preprocessing_symmetry '-1' -read_scale '1' -sifting_algorithm '4' -simplex_crash '-1' -simplex_dgradient '2' -simplex_limits_perturbation '46464' -simplex_limits_singularity '428' -simplex_perturbation_switch 'no' -simplex_pgradient '0' -simplex_pricing '7713' -simplex_refactor '3077.3659789391086' -simplex_tolerances_markowitz '0.3683275764454664'
54,-barrier_algorithm '1' -barrier_crossover '-1' -barrier_limits_corrections '23804' -barrier_limits_growth '593.1307325860653' -barrier_ordering '2' -barrier_startalg '1' -emphasis_memory 'no' -emphasis_mip '3' -emphasis_numerical 'no' -feasopt_mode '5' -lpmethod '4' -mip_cuts_cliques '2' -mip_cuts_covers '0' -mip_cuts_disjunctive '0' -mip_cuts_flowcovers '1' -mip_cuts_gomory '0' -mip_cuts_gubcovers '-1' -mip_cuts_implied '0' -mip_cuts_mcfcut '0' -mip_cuts_mircut '-1' -mip_cuts_pathcut '0' -mip_cuts_zerohalfcut '-1' -mip_limits_aggforcut '12427' -mip_limits_cutpasses '50272' -mip_limits_cutsfactor '934.1799513474905' -mip_limits_gomorycand '27491' -mip_limits_gomorypass '21307' -mip_limits_submipnodelim '63228' -mip_ordertype '1' -mip_strategy_backtrack '0.6900349583027762' -mip_strategy_bbinterval '1226' -mip_strategy_branch '1' -mip_strategy_dive '0' -mip_strategy_file '1' -mip_strategy_fpheur '1' -mip_strategy_heuristicfreq '30305.412571812063' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '1' -mip_strategy_order 'yes' -mip_strategy_presolvenode '0' -mip_strategy_probe '3' -mip_strategy_rinsheur '56112' -mip_strategy_search '2' -mip_strategy_startalgorithm '5' -mip_strategy_subalgorithm '5' -mip_strategy_variableselect '-1' -network_netfind '3' -network_pricing '1' -preprocessing_aggregator '46695' -preprocessing_boundstrength '1' -preprocessing_coeffreduce '2' -preprocessing_dependency '1' -preprocessing_dual '-1' -preprocessing_fill '11' -preprocessing_linear '0' -preprocessing_numpass '40214' -preprocessing_reduce '1' -preprocessing_relax '0' -preprocessing_repeatpresolve '3' -preprocessing_symmetry '1' -read_scale '1' -sifting_algorithm '3' -simplex_crash '-1' -simplex_dgradient '0' -simplex_limits_perturbation '51911' -simplex_limits_singularity '14444' -simplex_perturbation_switch 'no' -simplex_pgradient '4' -simplex_pricing '2265' -simplex_refactor '918.2122165100615' -simplex_tolerances_markowitz '2.110236333617615E-4'
55,-barrier_algorithm '0' -barrier_crossover '1' -barrier_limits_corrections '63678' -barrier_limits_growth '1.8109214917611267E7' -barrier_ordering '0' -barrier_startalg '4' -emphasis_memory 'no' -emphasis_mip '3' -emphasis_numerical 'yes' -feasopt_mode '2' -lpmethod '1' -mip_cuts_cliques '-1' -mip_cuts_covers '-1' -mip_cuts_disjunctive '-1' -mip_cuts_flowcovers '-1' -mip_cuts_gomory '1' -mip_cuts_gubcovers '2' -mip_cuts_implied '0' -mip_cuts_mcfcut '-1' -mip_cuts_mircut '0' -mip_cuts_pathcut '2' -mip_cuts_zerohalfcut '0' -mip_limits_aggforcut '598' -mip_limits_cutpasses '40521' -mip_limits_cutsfactor '8775.899957799185' -mip_limits_gomorycand '19838' -mip_limits_gomorypass '64593' -mip_limits_submipnodelim '13686' -mip_ordertype '1' -mip_strategy_backtrack '0.19571843212332152' -mip_strategy_bbinterval '407' -mip_strategy_branch '1' -mip_strategy_dive '3' -mip_strategy_file '0' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '20681.459529830587' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '3' -mip_strategy_order 'yes' -mip_strategy_presolvenode '3' -mip_strategy_probe '-1' -mip_strategy_rinsheur '59506' -mip_strategy_search '1' -mip_strategy_startalgorithm '5' -mip_strategy_subalgorithm '1' -mip_strategy_variableselect '-1' -network_netfind '3' -network_pricing '1' -perturbation_constant '6.394690537006823E-6' -preprocessing_aggregator '1287' -preprocessing_boundstrength '1' -preprocessing_coeffreduce '3' -preprocessing_dependency '1' -preprocessing_dual '1' -preprocessing_fill '25251' -preprocessing_linear '0' -preprocessing_numpass '14192' -preprocessing_reduce '1' -preprocessing_relax '-1' -preprocessing_repeatpresolve '0' -preprocessing_symmetry '3' -read_scale '0' -sifting_algorithm '3' -simplex_crash '0' -simplex_dgradient '3' -simplex_limits_perturbation '33463' -simplex_limits_singularity '54366' -simplex_perturbation_switch 'yes' -simplex_pgradient '1' -simplex_pricing '56392' -simplex_refactor '5608.103817059538' -simplex_tolerances_markowitz '0.0021949688152413075'
56,-barrier_algorithm '3' -barrier_crossover '-1' -barrier_limits_corrections '21849' -barrier_limits_growth '1.2750414531291231E10' -barrier_ordering '0' -barrier_startalg '3' -emphasis_memory 'no' -emphasis_mip '1' -emphasis_numerical 'no' -feasopt_mode '3' -lpmethod '3' -mip_cuts_cliques '-1' -mip_cuts_covers '2' -mip_cuts_disjunctive '3' -mip_cuts_flowcovers '2' -mip_cuts_gomory '1' -mip_cuts_gubcovers '0' -mip_cuts_implied '2' -mip_cuts_mcfcut '0' -mip_cuts_mircut '1' -mip_cuts_pathcut '-1' -mip_cuts_zerohalfcut '-1' -mip_limits_aggforcut '54671' -mip_limits_cutpasses '6304' -mip_limits_cutsfactor '1314.8723414653525' -mip_limits_gomorycand '324' -mip_limits_gomorypass '55688' -mip_limits_submipnodelim '16103' -mip_ordertype '2' -mip_strategy_backtrack '0.15411756504535723' -mip_strategy_bbinterval '1954' -mip_strategy_branch '1' -mip_strategy_dive '0' -mip_strategy_file '1' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '19914.07769825843' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '2' -mip_strategy_order 'no' -mip_strategy_presolvenode '2' -mip_strategy_probe '2' -mip_strategy_rinsheur '64893' -mip_strategy_search '0' -mip_strategy_startalgorithm '1' -mip_strategy_subalgorithm '4' -mip_strategy_variableselect '0' -network_netfind '2' -network_pricing '1' -perturbation_constant '1.1858694960115364E-4' -preprocessing_aggregator '22922' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '3' -preprocessing_dependency '0' -preprocessing_dual '1' -preprocessing_fill '56' -preprocessing_linear '0' -preprocessing_numpass '14152' -preprocessing_reduce '3' -preprocessing_relax '0' -preprocessing_repeatpresolve '1' -preprocessing_symmetry '1' -read_scale '-1' -sifting_algorithm '1' -simplex_crash '0' -simplex_dgradient '1' -simplex_limits_perturbation '35557' -simplex_limits_singularity '7460' -simplex_perturbation_switch 'yes' -simplex_pgradient '4' -simplex_pricing '6178' -simplex_refactor '6489.3977536148095' -simplex_tolerances_markowitz '2.031702861449457E-4'
57,-barrier_algorithm '0' -barrier_crossover '1' -barrier_limits_corrections '15103' -barrier_limits_growth '1465264.973215382' -barrier_ordering '1' -barrier_startalg '3' -emphasis_memory 'no' -emphasis_mip '3' -emphasis_numerical 'no' -feasopt_mode '2' -lpmethod '6' -mip_cuts_cliques '2' -mip_cuts_covers '1' -mip_cuts_disjunctive '0' -mip_cuts_flowcovers '1' -mip_cuts_gomory '1' -mip_cuts_gubcovers '0' -mip_cuts_implied '0' -mip_cuts_mcfcut '-1' -mip_cuts_mircut '1' -mip_cuts_pathcut '2' -mip_cuts_zerohalfcut '2' -mip_limits_aggforcut '27558' -mip_limits_cutpasses '38152' -mip_limits_cutsfactor '10.751393408298025' -mip_limits_gomorycand '97' -mip_limits_gomorypass '30661' -mip_limits_submipnodelim '3' -mip_ordertype '3' -mip_strategy_backtrack '0.8571818627738961' -mip_strategy_bbinterval '23' -mip_strategy_branch '1' -mip_strategy_dive '0' -mip_strategy_file '1' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '47632.177804527884' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '0' -mip_strategy_order 'no' -mip_strategy_presolvenode '2' -mip_strategy_probe '3' -mip_strategy_rinsheur '2716' -mip_strategy_search '1' -mip_strategy_startalgorithm '1' -mip_strategy_subalgorithm '3' -mip_strategy_variableselect '2' -network_netfind '2' -network_pricing '2' -perturbation_constant '2.7110255035597204E-5' -preprocessing_aggregator '1292' -preprocessing_boundstrength '1' -preprocessing_coeffreduce '1' -preprocessing_dependency '3' -preprocessing_dual '1' -preprocessing_fill '1391' -preprocessing_linear '1' -preprocessing_numpass '59391' -preprocessing_reduce '3' -preprocessing_relax '1' -preprocessing_repeatpresolve '2' -preprocessing_symmetry '5' -read_scale '1' -sifting_algorithm '4' -simplex_crash '1' -simplex_dgradient '4' -simplex_limits_perturbation '6766' -simplex_limits_singularity '2' -simplex_perturbation_switch 'yes' -simplex_pgradient '1' -simplex_pricing '36828' -simplex_refactor '9787.475806080854' -simplex_tolerances_markowitz '0.010383653114702312'
58,-barrier_algorithm '1' -barrier_crossover '2' -barrier_limits_corrections '29569' -barrier_limits_growth '2.759976212956124E7' -barrier_ordering '0' -barrier_startalg '4' -emphasis_memory 'no' -emphasis_mip '2' -emphasis_numerical 'yes' -feasopt_mode '2' -lpmethod '1' -mip_cuts_cliques '2' -mip_cuts_covers '1' -mip_cuts_disjunctive '-1' -mip_cuts_flowcovers '2' -mip_cuts_gomory '-1' -mip_cuts_gubcovers '2' -mip_cuts_implied '0' -mip_cuts_mcfcut '2' -mip_cuts_mircut '2' -mip_cuts_pathcut '0' -mip_cuts_zerohalfcut '2' -mip_limits_aggforcut '10663' -mip_limits_cutpasses '35873' -mip_limits_cutsfactor '5709.044852215337' -mip_limits_gomorycand '17' -mip_limits_gomorypass '42784' -mip_limits_submipnodelim '35829' -mip_ordertype '0' -mip_strategy_backtrack '0.5362658691240368' -mip_strategy_bbinterval '32884' -mip_strategy_branch '0' -mip_strategy_dive '2' -mip_strategy_file '1' -mip_strategy_fpheur '-1' -mip_strategy_heuristicfreq '12279.423012492553' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '2' -mip_strategy_presolvenode '0' -mip_strategy_probe '2' -mip_strategy_rinsheur '24076' -mip_strategy_search '2' -mip_strategy_startalgorithm '5' -mip_strategy_subalgorithm '2' -mip_strategy_variableselect '2' -network_netfind '1' -network_pricing '0' -preprocessing_aggregator '24338' -preprocessing_boundstrength '0' -preprocessing_coeffreduce '0' -preprocessing_dependency '2' -preprocessing_dual '1' -preprocessing_fill '457' -preprocessing_linear '1' -preprocessing_numpass '59154' -preprocessing_reduce '0' -preprocessing_relax '-1' -preprocessing_repeatpresolve '3' -preprocessing_symmetry '3' -read_scale '0' -sifting_algorithm '1' -simplex_crash '1' -simplex_dgradient '5' -simplex_limits_perturbation '26103' -simplex_limits_singularity '94' -simplex_perturbation_switch 'no' -simplex_pgradient '2' -simplex_pricing '40962' -simplex_refactor '5437.495545800459' -simplex_tolerances_markowitz '3.36370361521238E-4'
59,-barrier_algorithm '3' -barrier_crossover '2' -barrier_limits_corrections '10345' -barrier_limits_growth '1.0086166890107752E13' -barrier_ordering '0' -barrier_startalg '2' -emphasis_memory 'no' -emphasis_mip '2' -emphasis_numerical 'yes' -feasopt_mode '2' -lpmethod '1' -mip_cuts_cliques '3' -mip_cuts_covers '-1' -mip_cuts_disjunctive '0' -mip_cuts_flowcovers '-1' -mip_cuts_gomory '2' -mip_cuts_gubcovers '1' -mip_cuts_implied '-1' -mip_cuts_mcfcut '1' -mip_cuts_mircut '1' -mip_cuts_pathcut '0' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '26381' -mip_limits_cutpasses '29501' -mip_limits_cutsfactor '13.386933645244204' -mip_limits_gomorycand '2' -mip_limits_gomorypass '6862' -mip_limits_submipnodelim '15' -mip_ordertype '3' -mip_strategy_backtrack '0.4349304633449528' -mip_strategy_bbinterval '11' -mip_strategy_branch '1' -mip_strategy_dive '3' -mip_strategy_file '0' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '19203.99993595457' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '3' -mip_strategy_order 'yes' -mip_strategy_presolvenode '2' -mip_strategy_probe '-1' -mip_strategy_rinsheur '32200' -mip_strategy_search '2' -mip_strategy_startalgorithm '3' -mip_strategy_subalgorithm '1' -mip_strategy_variableselect '1' -network_netfind '3' -network_pricing '1' -perturbation_constant '0.494463106781431' -preprocessing_aggregator '28802' -preprocessing_boundstrength '1' -preprocessing_coeffreduce '3' -preprocessing_dependency '1' -preprocessing_dual '0' -preprocessing_fill '23538' -preprocessing_linear '1' -preprocessing_numpass '31969' -preprocessing_reduce '3' -preprocessing_relax '0' -preprocessing_repeatpresolve '2' -preprocessing_symmetry '4' -read_scale '1' -sifting_algorithm '1' -simplex_crash '1' -simplex_dgradient '3' -simplex_limits_perturbation '11258' -simplex_limits_singularity '3833' -simplex_perturbation_switch 'yes' -simplex_pgradient '3' -simplex_pricing '47133' -simplex_refactor '8852.318774446641' -simplex_tolerances_markowitz '0.019148032846547928'
60,-barrier_algorithm '1' -barrier_crossover '2' -barrier_limits_corrections '12250' -barrier_limits_growth '70427.16801839163' -barrier_ordering '2' -barrier_startalg '3' -emphasis_memory 'no' -emphasis_mip '0' -emphasis_numerical 'yes' -feasopt_mode '5' -lpmethod '1' -mip_cuts_cliques '-1' -mip_cuts_covers '2' -mip_cuts_disjunctive '0' -mip_cuts_flowcovers '-1' -mip_cuts_gomory '2' -mip_cuts_gubcovers '-1' -mip_cuts_implied '2' -mip_cuts_mcfcut '1' -mip_cuts_mircut '-1' -mip_cuts_pathcut '2' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '22111' -mip_limits_cutpasses '65041' -mip_limits_cutsfactor '4.300898755680427' -mip_limits_gomorycand '182' -mip_limits_gomorypass '18783' -mip_limits_submipnodelim '900' -mip_ordertype '2' -mip_strategy_backtrack '0.5025015783374471' -mip_strategy_bbinterval '65' -mip_strategy_branch '1' -mip_strategy_dive '3' -mip_strategy_file '1' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '3782.6230350876504' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '2' -mip_strategy_order 'yes' -mip_strategy_presolvenode '3' -mip_strategy_probe '2' -mip_strategy_rinsheur '23348' -mip_strategy_search '2' -mip_strategy_startalgorithm '1' -mip_strategy_subalgorithm '3' -mip_strategy_variableselect '4' -network_netfind '2' -network_pricing '2' -perturbation_constant '0.643313957624969' -preprocessing_aggregator '2615' -preprocessing_boundstrength '0' -preprocessing_coeffreduce '-1' -preprocessing_dependency '-1' -preprocessing_dual '0' -preprocessing_fill '1' -preprocessing_linear '0' -preprocessing_numpass '48540' -preprocessing_reduce '3' -preprocessing_relax '-1' -preprocessing_repeatpresolve '3' -preprocessing_symmetry '3' -read_scale '-1' -sifting_algorithm '3' -simplex_crash '-1' -simplex_dgradient '5' -simplex_limits_perturbation '56332' -simplex_limits_singularity '42929' -simplex_perturbation_switch 'yes' -simplex_pgradient '4' -simplex_pricing '26278' -simplex_refactor '9658.040750673164' -simplex_tolerances_markowitz '0.017279418862539142'
61,-barrier_algorithm '3' -barrier_crossover '2' -barrier_limits_corrections '11884' -barrier_limits_growth '1.4451118821741988E13' -barrier_ordering '1' -barrier_startalg '2' -emphasis_memory 'no' -emphasis_mip '2' -emphasis_numerical 'yes' -feasopt_mode '4' -lpmethod '2' -mip_cuts_cliques '3' -mip_cuts_covers '1' -mip_cuts_disjunctive '1' -mip_cuts_flowcovers '0' -mip_cuts_gomory '0' -mip_cuts_gubcovers '0' -mip_cuts_implied '2' -mip_cuts_mcfcut '-1' -mip_cuts_mircut '-1' -mip_cuts_pathcut '0' -mip_cuts_zerohalfcut '2' -mip_limits_aggforcut '57740' -mip_limits_cutpasses '29686' -mip_limits_cutsfactor '194.00640702482417' -mip_limits_gomorycand '16381' -mip_limits_gomorypass '43742' -mip_limits_strongcand '1' -mip_limits_strongit '1823' -mip_limits_submipnodelim '2420' -mip_ordertype '2' -mip_strategy_backtrack '0.7731847023945029' -mip_strategy_bbinterval '8310' -mip_strategy_branch '-1' -mip_strategy_dive '1' -mip_strategy_file '0' -mip_strategy_fpheur '1' -mip_strategy_heuristicfreq '10650.762426451824' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '0' -mip_strategy_order 'yes' -mip_strategy_presolvenode '2' -mip_strategy_probe '3' -mip_strategy_rinsheur '19099' -mip_strategy_search '2' -mip_strategy_startalgorithm '0' -mip_strategy_subalgorithm '0' -mip_strategy_variableselect '3' -network_netfind '1' -network_pricing '0' -perturbation_constant '0.19153912836866172' -preprocessing_aggregator '30003' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '1' -preprocessing_dependency '3' -preprocessing_dual '0' -preprocessing_fill '26' -preprocessing_linear '0' -preprocessing_numpass '9066' -preprocessing_reduce '2' -preprocessing_relax '1' -preprocessing_repeatpresolve '1' -preprocessing_symmetry '1' -read_scale '0' -sifting_algorithm '1' -simplex_crash '0' -simplex_dgradient '4' -simplex_limits_perturbation '46743' -simplex_limits_singularity '8' -simplex_perturbation_switch 'yes' -simplex_pgradient '4' -simplex_pricing '31045' -simplex_refactor '3415.5601940233228' -simplex_tolerances_markowitz '0.15278028545171304'
62,-barrier_algorithm '0' -barrier_crossover '1' -barrier_limits_corrections '32053' -barrier_limits_growth '4.912204039782007E12' -barrier_ordering '1' -barrier_startalg '3' -emphasis_memory 'no' -emphasis_mip '3' -emphasis_numerical 'yes' -feasopt_mode '4' -lpmethod '3' -mip_cuts_cliques '1' -mip_cuts_covers '-1' -mip_cuts_disjunctive '3' -mip_cuts_flowcovers '-1' -mip_cuts_gomory '-1' -mip_cuts_gubcovers '2' -mip_cuts_implied '-1' -mip_cuts_mcfcut '1' -mip_cuts_mircut '2' -mip_cuts_pathcut '-1' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '65282' -mip_limits_cutpasses '48181' -mip_limits_cutsfactor '3000.658831710525' -mip_limits_gomorycand '63' -mip_limits_gomorypass '13354' -mip_limits_submipnodelim '1' -mip_ordertype '3' -mip_strategy_backtrack '0.7290140224863896' -mip_strategy_bbinterval '142' -mip_strategy_branch '0' -mip_strategy_dive '2' -mip_strategy_file '0' -mip_strategy_fpheur '2' -mip_strategy_heuristicfreq '54574.78066707998' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '0' -mip_strategy_order 'yes' -mip_strategy_presolvenode '1' -mip_strategy_probe '0' -mip_strategy_rinsheur '25199' -mip_strategy_search '2' -mip_strategy_startalgorithm '3' -mip_strategy_subalgorithm '1' -mip_strategy_variableselect '-1' -network_netfind '1' -network_pricing '0' -preprocessing_aggregator '6717' -preprocessing_boundstrength '0' -preprocessing_coeffreduce '2' -preprocessing_dependency '1' -preprocessing_dual '0' -preprocessing_fill '2' -preprocessing_linear '1' -preprocessing_numpass '12057' -preprocessing_reduce '1' -preprocessing_relax '0' -preprocessing_repeatpresolve '2' -preprocessing_symmetry '1' -read_scale '0' -sifting_algorithm '3' -simplex_crash '-1' -simplex_dgradient '3' -simplex_limits_perturbation '52066' -simplex_limits_singularity '4' -simplex_perturbation_switch 'no' -simplex_pgradient '4' -simplex_pricing '5837' -simplex_refactor '1367.953092789763' -simplex_tolerances_markowitz '0.0015453098531028025'
